Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
FAT1,FAT Atypical Cadherin 1,Protein Coding,Q14517,47,GC04M186587,5.344905853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT1
WWOX,WW Domain Containing Oxidoreductase,Protein Coding,Q9NZC7,54,GC16P078099,5.333640099,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWOX
RBBP7,"RB Binding Protein 7, Chromatin Remodeling Factor",Protein Coding,Q16576,49,GC0XM016839,5.332916737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP7
LDHA,Lactate Dehydrogenase A,Protein Coding,P00338,59,GC11P018394,5.328904152,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA
KLK4,Kallikrein Related Peptidase 4,Protein Coding,Q9Y5K2,53,GC19M093177,5.326067924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK4
TEAD1,TEA Domain Transcription Factor 1,Protein Coding,P28347,53,GC11P012674,5.320893288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD1
CYP3A4,Cytochrome P450 Family 3 Subfamily A Member 4,Protein Coding,P08684,56,GC07M100029,5.315131664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4
IGF2,Insulin Like Growth Factor 2,Protein Coding,P01344,58,GC11M011904,5.312857628,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2
MCM2,Minichromosome Maintenance Complex Component 2,Protein Coding,P49736,55,GC03P127598,5.309726238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2
CEBPA,CCAAT Enhancer Binding Protein Alpha,Protein Coding,P49715,54,GC19M033299,5.30834341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA
SERPINB3,Serpin Family B Member 3,Protein Coding,P29508,49,GC18M063655,5.304445267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB3
FYN,"FYN Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,P06241,56,GC06M111660,5.303786278,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYN
WNT8B,Wnt Family Member 8B,Protein Coding,Q93098,44,GC10P100463,5.302087784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT8B
CLDN22,Claudin 22,Protein Coding,Q8N7P3,36,GC04M183318,5.302087784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN22
CLDN24,Claudin 24,Protein Coding,A6NM45,29,GC04M183321,5.302087784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN24
UPF1,UPF1 RNA Helicase And ATPase,Protein Coding,Q92900,50,GC19P018831,5.295041561,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF1
NEK2,NIMA Related Kinase 2,Protein Coding,P51955,59,GC01M211658,5.288521767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK2
LYN,"LYN Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,P07948,58,GC08P055879,5.288424492,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN
APOA1,Apolipoprotein A1,Protein Coding,P02647,59,GC11M116835,5.283327103,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
FERMT2,FERM Domain Containing Kindlin 2,Protein Coding,Q96AC1,46,GC14M052857,5.281399727,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT2
PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,58,GC06P134993,5.28098917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
LIAT1,Ligand Of ATE1,Protein Coding,Q6ZQX7,39,GC17P000410,5.280012131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAT1
DDX3X,DEAD-Box Helicase 3 X-Linked,Protein Coding,O00571,56,GC0XP041333,5.278401852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX3X
FOXL2,Forkhead Box L2,Protein Coding,P58012,50,GC03M138944,5.275876522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXL2
CCL21,C-C Motif Chemokine Ligand 21,Protein Coding,O00585,49,GC09M034709,5.270150185,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21
CYP1B1,Cytochrome P450 Family 1 Subfamily B Member 1,Protein Coding,Q16678,56,GC02M038066,5.26456356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1
IRS1,Insulin Receptor Substrate 1,Protein Coding,P35568,56,GC02M226731,5.249091625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
ADIPOR1,Adiponectin Receptor 1,Protein Coding,Q96A54,52,GC01M202940,5.244132996,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR1
PLK4,Polo Like Kinase 4,Protein Coding,O00444,56,GC04P127880,5.235506058,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4
SRF,Serum Response Factor,Protein Coding,P11831,52,GC06P043171,5.235481262,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRF
MMP10,Matrix Metallopeptidase 10,Protein Coding,P09238,52,GC11M102770,5.233186245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP10
NTRK3,Neurotrophic Receptor Tyrosine Kinase 3,Protein Coding,Q16288,61,GC15M087859,5.23249197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK3
NDRG2,NDRG Family Member 2,Protein Coding,Q9UN36,46,GC14M021016,5.231442451,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG2
MCAM,Melanoma Cell Adhesion Molecule,Protein Coding,P43121,50,GC11M119308,5.225210667,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCAM
COL1A1,Collagen Type I Alpha 1 Chain,Protein Coding,P02452,58,GC17M078201,5.216855526,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1
MMP13,Matrix Metallopeptidase 13,Protein Coding,P45452,59,GC11M102942,5.201446056,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP13
MSN,Moesin,Protein Coding,P26038,56,GC0XP065588,5.197683811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSN
RBM47,RNA Binding Motif Protein 47,Protein Coding,A0AV96,39,GC04M040511,5.19611311,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM47
DDR2,Discoidin Domain Receptor Tyrosine Kinase 2,Protein Coding,Q16832,59,GC01P164939,5.191976547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR2
SOD1,Superoxide Dismutase 1,Protein Coding,P00441,61,GC21P031659,5.18218708,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1
MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",Protein Coding,Q07820,56,GC01M160760,5.178069592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1
AURKB,Aurora Kinase B,Protein Coding,Q96GD4,60,GC17M074906,5.177875519,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKB
KMT2C,Lysine Methyltransferase 2C,Protein Coding,Q8NEZ4,52,GC07M152134,5.16362524,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2C
NGF,Nerve Growth Factor,Protein Coding,P01138,60,GC01M115285,5.155051708,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF
PXN,Paxillin,Protein Coding,P49023,53,GC12M120210,5.152479172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN
PAWR,Pro-Apoptotic WT1 Regulator,Protein Coding,Q96IZ0,50,GC12M079574,5.146735191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR
ITGA3,Integrin Subunit Alpha 3,Protein Coding,P26006,56,GC17P050055,5.145981312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3
PHF8,PHD Finger Protein 8,Protein Coding,Q9UPP1,52,GC0XM053936,5.142514706,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF8
KLK6,Kallikrein Related Peptidase 6,Protein Coding,Q92876,53,GC19M050958,5.136578083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK6
SLC2A1,Solute Carrier Family 2 Member 1,Protein Coding,P11166,62,GC01M042925,5.131279469,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1
ERCC4,"ERCC Excision Repair 4, Endonuclease Catalytic Subunit",Protein Coding,Q92889,54,GC16P013920,5.130092144,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4
SLC39A4,Solute Carrier Family 39 Member 4,Protein Coding,Q6P5W5,50,GC08M144409,5.124494553,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4
DPP4,Dipeptidyl Peptidase 4,Protein Coding,P27487,58,GC02M161992,5.111523151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
KIF11,Kinesin Family Member 11,Protein Coding,P52732,56,GC10P092574,5.11038065,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11
PRDX1,Peroxiredoxin 1,Protein Coding,Q06830,58,GC01M045753,5.105669022,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX1
FGF8,Fibroblast Growth Factor 8,Protein Coding,P55075,57,GC10M101770,5.10531044,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF8
PRKCI,Protein Kinase C Iota,Protein Coding,P41743,54,GC03P170222,5.100606918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI
RAB25,"RAB25, Member RAS Oncogene Family",Protein Coding,P57735,45,GC01P156061,5.100570679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB25
F2R,Coagulation Factor II Thrombin Receptor,Protein Coding,P25116,55,GC05P076716,5.098968983,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2R
STAT5B,Signal Transducer And Activator Of Transcription 5B,Protein Coding,P51692,58,GC17M042199,5.082844734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5B
NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,58,GC17M027756,5.080204487,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
ARRB1,Arrestin Beta 1,Protein Coding,P49407,53,GC11M125753,5.07802248,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRB1
CUL7,Cullin 7,Protein Coding,Q14999,47,GC06M043037,5.075063705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL7
AREG,Amphiregulin,Protein Coding,P15514,52,GC04P074445,5.074467659,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AREG
CYP1A1,Cytochrome P450 Family 1 Subfamily A Member 1,Protein Coding,P04798,56,GC15M074719,5.069595337,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A1
SLFN11,Schlafen Family Member 11,Protein Coding,Q7Z7L1,41,GC17M035350,5.068807125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN11
HOXB13,Homeobox B13,Protein Coding,Q92826,50,GC17M078158,5.068150043,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB13
ADAM12,ADAM Metallopeptidase Domain 12,Protein Coding,O43184,53,GC10M126012,5.064745426,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12
ELL3,Elongation Factor For RNA Polymerase II 3,Protein Coding,Q9HB65,39,GC15M044815,5.052791595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELL3
IHH,Indian Hedgehog Signaling Molecule,Protein Coding,Q14623,55,GC02M219054,5.045426846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IHH
SLC25A5,Solute Carrier Family 25 Member 5,Protein Coding,P05141,52,GC0XP119468,5.039969921,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5
DCN,Decorin,Protein Coding,P07585,56,GC12M091140,5.020394802,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN
CALR,Calreticulin,Protein Coding,P27797,60,GC19P012938,5.020386219,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR
PMS2,"PMS1 Homolog 2, Mismatch Repair System Component",Protein Coding,P54278,58,GC07M005973,5.020038128,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS2
CUL3,Cullin 3,Protein Coding,Q13618,57,GC02M224470,5.012508869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL3
PAX8,Paired Box 8,Protein Coding,Q06710,53,GC02M113215,5.006484032,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX8
PADI4,Peptidyl Arginine Deiminase 4,Protein Coding,Q9UM07,54,GC01P017308,5.003982067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4
